gene
ADIRF-AS1
AGAP11
AOPEP
ATP5MC1
BORCS6
C11ORF52
C11ORF65
C11ORF87
C17ORF47
C17ORF50
C17ORF67
C17ORF78
C22ORF31
CASP12
CAVIN1
CCL3L1
CCL4L2
CDKN2B-AS1
CEP126
CFAP300
CFAP68
CFAP97D1
CYP17A1-AS1
DNAAF19
DYNLL2-DT
EPOP
FAM245A
G6PC1
GENE(S)
GREB1L-AS1
HOATZ
HROB
KRABD2
KRT10-AS1
LINC00324
LINC00863
LINC02876
LOC100128288
LOC105371520
LOC106721785
LOC106794092
LOC107303338
LOC107988030
LOC109504725
LOC110120932
LOC110485084
LOC111589215
LOC111589216
LOC111982877
LOC111982878
LOC112163653
LOC112486201
LOC112533665
LOC116216117
LOC116276454
LOC121366070
LOC121366071
LOC121587574
LOC121587575
LOC124416862
LOC124416863
LOC124904106
LOC125177482
LOC126807401
LOC126860438
LOC126860989
LOC126860990
LOC126860991
LOC126862483
LOC126862484
LOC126862485
LOC126862571
LOC128772354
LOC128772356
LOC128772402
LOC128772403
LOC128772404
LOC128772405
LOC128772406
LOC128772407
LOC128772408
LOC128772409
LOC128772410
LOC128772411
LOC128772412
LOC128772413
LOC128772414
LOC128822933
LOC128849170
LOC129390212
LOC129390213
LOC129390352
LOC129390353
LOC129390354
LOC129390832
LOC129390903
LOC129930620
LOC129931529
LOC129933707
LOC129935540
LOC129935541
LOC129935542
LOC129935543
LOC130004248
LOC130004249
LOC130004250
LOC130004251
LOC130004252
LOC130004253
LOC130004254
LOC130004255
LOC130004256
LOC130004257
LOC130004258
LOC130004259
LOC130004260
LOC130004261
LOC130004262
LOC130004263
LOC130004264
LOC130004265
LOC130004266
LOC130004267
LOC130004268
LOC130004269
LOC130004270
LOC130004271
LOC130004272
LOC130004273
LOC130004274
LOC130004275
LOC130004614
LOC130006698
LOC130006700
LOC130006701
LOC130006702
LOC130006703
LOC130009523
LOC130009524
LOC130059290
LOC130059291
LOC130059292
LOC130059293
LOC130059294
LOC130059295
LOC130059296
LOC130059297
LOC130059298
LOC130060171
LOC130060172
LOC130060173
LOC130060174
LOC130060175
LOC130060176
LOC130060177
LOC130060178
LOC130060179
LOC130060180
LOC130060181
LOC130060182
LOC130060183
LOC130060184
LOC130060185
LOC130060186
LOC130060187
LOC130060188
LOC130060189
LOC130060190
LOC130060191
LOC130060192
LOC130060193
LOC130060194
LOC130060195
LOC130060196
LOC130060197
LOC130060198
LOC130060199
LOC130060200
LOC130060201
LOC130060202
LOC130060203
LOC130060204
LOC130060205
LOC130060206
LOC130060207
LOC130060208
LOC130060209
LOC130060210
LOC130060211
LOC130060212
LOC130060213
LOC130060214
LOC130060215
LOC130060216
LOC130060217
LOC130060218
LOC130060219
LOC130060220
LOC130060221
LOC130060222
LOC130060223
LOC130060224
LOC130060225
LOC130060226
LOC130060227
LOC130060228
LOC130060229
LOC130060230
LOC130060231
LOC130060232
LOC130060233
LOC130060234
LOC130060235
LOC130060236
LOC130060237
LOC130060238
LOC130060239
LOC130060240
LOC130060241
LOC130060242
LOC130060243
LOC130060244
LOC130060245
LOC130060246
LOC130060934
LOC130061310
LOC130061360
LOC130062899
LOC130067165
MEIOC
MIR10A
MIR152
MIR196A1
MIR34B
MIR34BHG
MIR34C
MIR4314
MIR4521
MIR4678
MIR4713HG
MIR6883
MLDHR
MRE11
NBR2
NKAPD1
NUTM2A-AS1
ODAD4
P3H4
PALB2-AS1
PHB1
PIRC66
POGLUT3
POU2AF2
POU2AF3
RAD51L3-RFFL
RETREG3
RFPL1S
RNF227
SCARNA21
SEPTIN4
SHLD2
SNORD118
SPEM2
SPMAP1
TBC1D3C
TH2-LCR
TH2LCRR
TRD-GTC2-11
TRG-GCC2-6
TRG-TCC3-1
TRI-AAT4-1
TRI-AAT5-5
TRK-TTT3-5
TRL-TAG1-1
TRP-CGG1-3
TRQ-CTG1-5
TRQ-TTG1-1
TRR-TCT2-1
TRS-AGA2-6
TRS-CGA1-1
TRS-GCT4-3
TRT-AGT1-1
TRT-AGT1-2
TRT-AGT5-1
TRW-CCA1-1
TRW-CCA3-3
TSPOAP1
TTN-AS1
